,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
3376,0,0.0,0,0.0,6.0,56.0,0.0,3.3333333,0.0,True,May,2,2,1,13,Returning_Visitor,False,False
3377,1,5.0,1,292.0,35.0,1916.9,0.0,1.5555556,11.19189333,True,May,2,10,6,3,Returning_Visitor,False,True
3378,0,0.0,1,12.0,57.0,2773.166667,1.5517241,5.0862069000000005,8.325206897,False,May,2,2,4,6,Returning_Visitor,False,False
3379,0,0.0,0,0.0,18.0,297.3,0.0,1.1764706,0.0,False,May,1,2,1,4,Returning_Visitor,False,False
3380,1,4.0,0,0.0,18.0,631.6666667,0.0,2.7777778,56.32466667,False,May,2,2,1,3,Returning_Visitor,False,True
3381,0,0.0,0,0.0,14.0,1340.75,0.0,1.5384615000000001,57.58892308,True,May,4,1,3,4,New_Visitor,False,True
3382,0,0.0,0,0.0,23.0,282.5,4.3478261,7.3913043,0.0,True,May,2,2,1,3,Returning_Visitor,False,False
3383,0,0.0,0,0.0,7.0,76.0,0.0,7.1428571,0.0,False,May,2,2,7,3,Returning_Visitor,False,False
3384,2,43.0,0,0.0,17.0,434.0,0.0,1.0526316,0.0,False,May,2,2,6,1,Returning_Visitor,False,False
3385,0,0.0,0,0.0,4.0,464.6666667,0.0,2.5,0.0,True,May,3,2,1,1,Returning_Visitor,False,False
3386,0,0.0,0,0.0,5.0,240.5,8.0,7.000000000000001,0.0,False,May,1,1,1,3,Returning_Visitor,False,False
3387,0,0.0,0,0.0,24.0,530.0,0.0,1.0,0.0,False,May,2,6,3,4,Returning_Visitor,True,False
3388,5,113.5,0,0.0,24.0,495.2738095,1.6666667,3.7777778,0.0,False,May,3,2,8,6,Returning_Visitor,False,False
3389,0,0.0,0,0.0,62.0,2232.45,0.8196721,3.9726776,0.0,True,May,2,2,6,4,Returning_Visitor,False,False
3390,1,3.0,0,0.0,5.0,151.0,0.0,1.6666667,0.0,False,May,1,1,1,2,Returning_Visitor,False,False
3391,0,0.0,0,0.0,2.0,49.0,0.0,3.3333333,0.0,False,May,3,2,3,3,Returning_Visitor,False,False
3392,6,220.0,2,327.0,50.0,1845.166667,1.1111111,2.2376543,10.09862222,False,May,2,2,3,1,Returning_Visitor,False,False
3393,0,0.0,1,19.0,27.0,1523.05,0.0,0.1851852,22.12888889,False,May,1,1,1,4,Returning_Visitor,False,True
3394,0,0.0,0,0.0,5.0,70.0,4.0,8.0,0.0,True,May,2,5,6,3,Returning_Visitor,False,False
3395,2,37.33333333,0,0.0,31.0,1552.883333,0.0,0.8333333,0.0,False,May,2,2,3,2,Returning_Visitor,False,False
3396,1,29.0,0,0.0,25.0,381.3571429,0.0,0.4166667,0.0,True,May,2,2,1,2,New_Visitor,False,False
3397,2,59.5,1,20.0,96.0,5604.977381,0.48888890000000007,1.6624762000000002,5.344898889,False,May,2,7,1,6,Returning_Visitor,False,True
3398,11,336.5,0,0.0,40.0,1239.949603,2.5,2.6035354,6.1287875,False,May,2,2,5,3,Returning_Visitor,True,True
3399,1,63.0,0,0.0,9.0,265.25,0.0,0.4,0.0,False,May,1,1,4,2,Returning_Visitor,True,False
3400,0,0.0,0,0.0,24.0,657.6666667,1.3636364,3.4090909000000003,0.0,True,May,2,4,1,3,Returning_Visitor,False,False
3401,2,7.0,0,0.0,3.0,11.0,0.0,3.3333333,0.0,False,May,4,5,1,4,Returning_Visitor,False,False
3402,0,0.0,0,0.0,25.0,1157.452381,1.2,2.7111111,15.3956,False,May,1,1,3,2,Returning_Visitor,False,False
3403,0,0.0,0,0.0,17.0,1673.653846,3.9215686,5.122549,0.0,False,May,3,2,3,4,Returning_Visitor,False,False
3404,0,0.0,0,0.0,16.0,355.5,0.0,1.4285714,11.13171429,False,May,3,2,1,3,New_Visitor,False,True
3405,1,0.0,0,0.0,90.0,5621.599206,0.0,1.3068182,2.099045455,False,May,2,2,7,2,Returning_Visitor,False,False
3406,0,0.0,0,0.0,11.0,123.0,0.0,3.6363635999999997,0.0,False,May,2,2,4,13,Returning_Visitor,False,False
3407,14,168.429198,2,10.0,98.0,2806.829918,1.314475,3.9029125,0.546128304,False,May,2,2,3,2,Returning_Visitor,True,False
3408,2,5.0,0,0.0,3.0,32.0,0.0,6.6666666999999995,0.0,True,May,2,2,2,5,Returning_Visitor,True,False
3409,3,11.66666667,0,0.0,39.0,557.2452381,2.8947368,5.2076023,0.0,True,May,3,2,3,13,Returning_Visitor,False,False
3410,7,53.25,0,0.0,42.0,650.0333333,0.4347826,0.6521739000000001,0.0,False,May,2,2,2,4,Returning_Visitor,False,False
3411,4,132.0,1,23.0,24.0,1614.22619,0.0,1.4285714,0.0,False,May,2,2,1,4,Returning_Visitor,False,False
3412,7,44.16666667,0,0.0,108.0,2973.125,0.5309735,2.0993117,0.201663717,True,May,2,2,3,4,Returning_Visitor,True,False
3413,7,41.375,0,0.0,67.0,3014.290476,0.1917808,0.7815829999999999,4.18760274,True,May,3,2,3,3,Returning_Visitor,False,False
3414,1,24.0,0,0.0,54.0,801.5095238,0.754717,1.3274933,0.0,True,May,1,1,1,3,Returning_Visitor,False,False
3415,0,0.0,0,0.0,3.0,27.0,10.0,16.6666667,0.0,True,May,1,1,1,1,Returning_Visitor,False,False
3416,0,0.0,0,0.0,8.0,70.5,7.5,8.0,0.0,True,May,1,1,1,3,Returning_Visitor,False,False
3417,0,0.0,0,0.0,23.0,363.5,0.0,1.3043478000000002,0.0,True,May,2,2,2,1,Returning_Visitor,False,False
3418,0,0.0,0,0.0,15.0,436.0,1.3333332999999998,8.6666667,0.0,True,May,2,2,1,3,Returning_Visitor,False,False
3419,0,0.0,0,0.0,31.0,1087.0,0.0,0.6666667000000001,0.0,False,May,4,2,2,2,Returning_Visitor,False,False
3420,6,65.0,2,243.0,19.0,681.6190476,0.0,1.1794872,28.29538462,True,May,2,2,1,2,Returning_Visitor,True,True
3421,0,0.0,0,0.0,119.0,1243.180556,0.0,0.7668207,1.809360775,False,May,2,2,1,2,Returning_Visitor,False,False
3422,8,567.3571429,1,122.0,41.0,2504.699567,0.0,1.3075397,6.211094697,False,May,2,2,1,2,Returning_Visitor,False,False
3423,2,39.0,0,0.0,9.0,128.0,0.0,1.8181817999999998,0.0,False,May,2,2,1,2,New_Visitor,False,False
3424,2,7.5,0,0.0,63.0,1903.666667,0.8064516,1.9546851,0.0,True,May,1,2,2,4,Returning_Visitor,False,False
3425,1,25.0,0,0.0,14.0,397.0,3.6249999999999996,4.7395833,14.9925,False,May,1,1,3,3,Returning_Visitor,False,True
3426,0,0.0,1,232.0,16.0,343.2,0.0,0.6666667000000001,0.0,True,May,2,2,1,2,Returning_Visitor,False,False
3427,0,0.0,0,0.0,5.0,71.0,0.0,4.0,0.0,False,May,4,1,1,2,Returning_Visitor,True,False
3428,0,0.0,0,0.0,24.0,653.0,0.8333333,3.3333333,0.0,True,May,4,1,9,1,Returning_Visitor,False,False
3429,12,316.55,3,221.0,67.0,1564.444444,0.2631579,2.2549176,1.089771303,False,May,2,2,4,3,Returning_Visitor,False,False
3430,2,59.83333333,0,0.0,70.0,2509.25,0.0,0.6428571,11.28411429,False,May,2,2,3,1,Returning_Visitor,False,True
3431,0,0.0,0,0.0,3.0,0.0,16.6666667,17.7777778,0.0,False,May,3,2,3,13,Returning_Visitor,False,False
3432,2,20.0,0,0.0,24.0,242.0,1.8181817999999998,4.5454545,0.0,False,May,2,2,4,11,Returning_Visitor,False,False
3433,0,0.0,0,0.0,13.0,646.7916667,0.5128205,5.4358974,0.0,True,May,1,1,2,1,Returning_Visitor,False,False
3434,0,0.0,0,0.0,23.0,209.8333333,0.2173913,3.0434783,0.0,False,May,2,2,1,13,Returning_Visitor,False,False
3435,2,38.0,0,0.0,11.0,713.0,0.0,1.6666667,113.98,False,May,2,2,1,2,Returning_Visitor,False,True
3436,0,0.0,0,0.0,4.0,112.5,0.0,5.0,0.0,False,May,3,2,1,6,Returning_Visitor,False,False
3437,1,5.0,0,0.0,44.0,630.3166667,2.5,4.4223485,0.0,False,May,2,2,6,3,Returning_Visitor,False,False
3438,0,0.0,0,0.0,1.0,0.0,20.0,20.0,0.0,True,May,3,2,3,13,Returning_Visitor,False,False
3439,11,100.0965368,0,0.0,122.0,6141.432139,1.3593814,3.0060021999999997,0.0,True,May,3,2,1,1,Returning_Visitor,False,False
3440,0,0.0,0,0.0,19.0,536.2666667,4.4736842,6.817042600000001,0.0,False,May,2,2,6,6,Returning_Visitor,False,False
3441,7,160.3333333,0,0.0,31.0,590.5166667,0.5208332999999999,0.9657738000000001,0.0,False,May,1,1,1,4,Returning_Visitor,True,False
3442,2,42.16666667,0,0.0,17.0,490.5333333,0.0,1.175,23.5144,False,May,2,4,7,2,Returning_Visitor,False,False
3443,2,81.0,0,0.0,18.0,631.0,1.0,2.9000000000000004,0.0,False,May,2,2,1,1,Returning_Visitor,False,False
3444,0,0.0,0,0.0,6.0,916.25,0.0,0.6666667000000001,0.0,False,May,2,2,9,2,Returning_Visitor,False,False
3445,0,0.0,0,0.0,2.0,37.0,0.0,10.0,0.0,True,May,2,2,6,3,Returning_Visitor,False,False
3446,0,0.0,0,0.0,16.0,571.5,4.1666666999999995,9.166666699999999,0.0,True,May,7,1,6,3,Returning_Visitor,False,False
3447,0,0.0,0,0.0,14.0,1025.0,4.2857143,6.6666666999999995,0.0,False,May,4,2,1,13,Returning_Visitor,False,False
3448,5,119.0,0,0.0,49.0,1143.348504,0.0,0.8595388,0.0,False,May,1,1,1,2,Returning_Visitor,False,False
3449,1,0.0,0,0.0,23.0,975.75,0.0,5.030303,16.197,False,May,2,2,6,6,Returning_Visitor,True,False
3450,0,0.0,0,0.0,13.0,169.0,1.5384615000000001,4.1538462,0.0,False,May,1,1,7,1,Returning_Visitor,False,False
3451,0,0.0,0,0.0,20.0,499.6666667,1.0,3.0,0.0,True,May,2,2,1,4,Returning_Visitor,False,False
3452,0,0.0,0,0.0,7.0,139.5,0.0,2.8571429,0.0,False,May,3,2,3,2,Returning_Visitor,False,False
3453,4,32.1,1,75.0,88.0,3827.753571,0.0,0.7269504,0.255191489,False,May,2,2,7,6,Returning_Visitor,False,False
3454,0,0.0,0,0.0,5.0,24.0,4.0,12.0,0.0,False,May,1,1,1,4,Returning_Visitor,True,False
3455,0,0.0,0,0.0,91.0,2058.534091,2.1348314999999998,3.8816034,0.0,True,May,2,2,3,13,Returning_Visitor,True,False
3456,0,0.0,0,0.0,15.0,1639.5,2.5,6.875000000000001,0.0,True,May,2,2,1,13,Returning_Visitor,False,False
3457,4,34.0,0,0.0,3.0,24.0,0.0,4.0,0.0,False,May,1,1,3,2,New_Visitor,False,False
3458,0,0.0,0,0.0,11.0,720.5,0.0,4.5454545,0.0,False,May,6,2,2,2,Returning_Visitor,False,False
3459,0,0.0,0,0.0,6.0,56.0,4.0,8.0,0.0,False,May,3,2,3,1,Returning_Visitor,True,False
3460,5,133.0,0,0.0,16.0,324.5,0.0,3.1481481,0.0,False,May,3,2,8,4,Returning_Visitor,False,False
3461,0,0.0,0,0.0,36.0,472.6666667,7.567567599999999,10.0510511,0.0,True,May,3,2,7,13,Returning_Visitor,False,False
3462,0,0.0,0,0.0,5.0,38.0,12.0,16.0,0.0,True,May,2,5,1,3,Returning_Visitor,False,False
3463,0,0.0,0,0.0,4.0,568.4782609,5.0,6.8285713999999995,0.0,True,May,2,2,1,7,Returning_Visitor,False,False
3464,1,29.5,0,0.0,29.0,569.1666667,0.0,1.9576719999999999,12.455,False,May,2,2,3,2,Returning_Visitor,False,True
3465,0,0.0,0,0.0,3.0,0.0,20.0,20.0,0.0,True,May,3,2,1,13,Returning_Visitor,False,False
3466,0,0.0,0,0.0,37.0,1669.559524,1.6190475999999998,5.1333333,0.0,False,May,3,2,3,1,Returning_Visitor,False,False
3467,1,38.0,0,0.0,29.0,986.8333333,1.3793103,3.5057471,0.0,False,May,2,4,3,4,Returning_Visitor,False,False
3468,1,32.33333333,1,56.0,62.0,2414.9,0.0,0.22222219999999998,30.4615873,False,May,2,2,9,2,Returning_Visitor,False,True
3469,0,0.0,0,0.0,24.0,330.0833333,3.75,4.3055556,0.0,True,May,1,1,7,4,Returning_Visitor,True,False
3470,0,0.0,0,0.0,6.0,83.0,3.3333333,10.0,0.0,True,May,2,2,4,6,Returning_Visitor,False,False
3471,1,74.0,0,0.0,21.0,744.8333333,0.0,1.0,0.0,False,May,2,2,1,2,New_Visitor,True,False
3472,1,10.0,0,0.0,16.0,120.0,5.3333333,8.0,0.0,False,May,2,2,6,4,Returning_Visitor,False,False
3473,0,0.0,0,0.0,2.0,0.0,20.0,20.0,0.0,False,May,2,2,1,4,Returning_Visitor,False,False
3474,7,71.0,0,0.0,34.0,1540.75,0.4878049,2.4390243999999996,0.0,False,May,2,2,8,3,Returning_Visitor,False,False
3475,0,0.0,0,0.0,8.0,89.5,0.0,5.0,0.0,False,May,2,2,1,1,Returning_Visitor,False,False
3476,1,27.0,0,0.0,17.0,1723.0,0.0,0.3921569,0.0,False,May,2,5,9,4,New_Visitor,False,False
3477,0,0.0,0,0.0,7.0,191.0,0.0,2.8571429,0.0,False,May,2,4,4,2,Returning_Visitor,False,False
3478,4,75.6,0,0.0,94.0,1576.205078,1.0752688,1.5506059,0.0,True,May,3,2,9,3,Returning_Visitor,False,False
3479,0,0.0,2,23.0,15.0,506.0,3.3333333,6.0,0.0,True,May,2,2,1,4,Returning_Visitor,False,False
3480,0,0.0,0,0.0,39.0,537.0,0.5128205,1.1965812,0.0,False,May,4,2,3,13,Returning_Visitor,False,False
3481,2,32.5,0,0.0,12.0,239.75,0.0,0.5128205,0.0,True,May,2,4,1,5,New_Visitor,False,False
3482,8,120.6666667,2,559.0,44.0,1470.333333,1.6,1.9207792000000001,7.435866667,False,May,1,2,1,4,Returning_Visitor,True,False
3483,0,0.0,0,0.0,3.0,105.25,0.0,4.4444444,0.0,False,May,3,2,8,4,Returning_Visitor,True,False
3484,0,0.0,0,0.0,21.0,1636.5,4.2857143,6.587301600000001,0.0,True,May,2,4,1,3,Returning_Visitor,False,False
3485,0,0.0,0,0.0,1.0,0.0,20.0,20.0,0.0,True,May,2,4,7,6,Returning_Visitor,False,False
3486,4,128.5,0,0.0,14.0,273.25,0.0,1.25,0.0,False,May,1,8,4,4,Returning_Visitor,True,False
3487,1,28.0,0,0.0,19.0,362.0,0.0,0.5555555999999999,0.0,False,May,2,2,7,5,Returning_Visitor,False,False
3488,3,51.5,0,0.0,21.0,1623.5,0.0,0.5,49.3886,True,May,2,4,2,3,New_Visitor,False,True
3489,2,57.0,1,4.0,35.0,1643.333333,1.0526316,3.1578947000000004,0.0,True,May,2,2,1,4,Returning_Visitor,False,False
3490,0,0.0,0,0.0,4.0,0.0,20.0,20.0,0.0,True,May,3,2,1,3,Returning_Visitor,False,False
3491,14,247.1363636,2,120.6666667,56.0,1080.266667,1.884058,2.5355418000000003,24.72661836,True,May,3,2,1,1,Returning_Visitor,False,False
3492,0,0.0,0,0.0,12.0,152.0,0.0,0.2380952,0.0,True,May,3,2,1,2,Returning_Visitor,True,False
3493,2,256.0,0,0.0,14.0,574.5,0.0,1.4285714,0.0,False,May,3,3,8,11,New_Visitor,False,False
3494,0,0.0,0,0.0,11.0,142.4166667,0.0,3.6363635999999997,0.0,False,May,2,2,1,2,Returning_Visitor,False,False
3495,2,37.5,0,0.0,55.0,1420.472496,0.1212121,0.5750251,0.0,True,May,1,1,3,4,Returning_Visitor,False,False
3496,0,0.0,0,0.0,5.0,19.0,0.0,8.0,0.0,True,May,2,2,1,3,Returning_Visitor,False,False
3497,0,0.0,0,0.0,10.0,3291.0,2.0,5.800000000000001,0.0,False,May,3,2,1,13,Returning_Visitor,False,False
3498,0,0.0,0,0.0,47.0,1144.483333,4.1843972,5.531914899999999,0.0,False,May,3,2,3,13,Returning_Visitor,False,False
3499,10,76.16666667,0,0.0,17.0,404.0,0.0,2.5757576,0.0,False,May,1,2,2,11,Returning_Visitor,True,False
3500,4,202.0,0,0.0,28.0,714.9666667,1.4666667,1.6973137999999999,0.0,False,May,1,1,1,4,Returning_Visitor,True,False
3501,0,0.0,0,0.0,25.0,527.5,0.0,0.3466667,0.0,True,May,2,2,1,4,Returning_Visitor,False,False
3502,1,18.0,0,0.0,8.0,66.0,7.5,8.75,0.0,True,May,3,2,1,13,Returning_Visitor,False,False
3503,7,160.2307692,0,0.0,125.0,4313.139103,0.1736111,1.9623016,11.37678683,False,May,2,2,4,6,Returning_Visitor,True,False
3504,0,0.0,0,0.0,15.0,454.75,2.6666667,3.3333333,0.0,False,May,3,2,3,1,Returning_Visitor,True,False
3505,2,338.0,0,0.0,17.0,1205.566667,1.25,3.75,19.23625,True,May,3,2,2,2,Returning_Visitor,False,True
3506,0,0.0,3,29.0,41.0,1652.75,1.3636364,3.5119048,0.0,False,May,2,2,4,4,Returning_Visitor,True,False
3507,0,0.0,0,0.0,7.0,239.5,0.0,1.6666667,0.0,False,May,3,2,1,6,New_Visitor,True,False
3508,0,0.0,0,0.0,14.0,1539.0,1.5384615000000001,3.0769231,0.0,False,May,2,10,2,2,Returning_Visitor,False,False
3509,2,839.0500000000011,0,0.0,6.0,192.5,5.0,7.5,0.0,True,May,3,2,6,2,Returning_Visitor,False,False
3510,3,73.5,3,171.0,76.0,2208.788095,0.0,0.4756098,3.200304878,False,May,4,1,7,2,Returning_Visitor,True,False
3511,2,13.33333333,0,0.0,105.0,2062.443592,1.2205270000000001,2.0275689,0.0,True,May,3,2,1,4,Returning_Visitor,False,False
3512,4,324.5,0,0.0,30.0,1456.783333,0.0,0.9019608,30.01288235,False,May,2,2,4,2,Returning_Visitor,False,True
3513,0,0.0,0,0.0,12.0,260.0,5.0,8.3333333,0.0,True,May,1,1,7,1,Returning_Visitor,False,False
3514,0,0.0,0,0.0,7.0,604.0,0.0,3.3333333,53.988,False,May,2,5,3,2,New_Visitor,False,True
3515,7,159.5,0,0.0,13.0,362.5,0.0,0.3921569,0.0,False,May,2,2,7,2,New_Visitor,False,False
3516,1,37.0,0,0.0,30.0,1584.3,0.0,1.547619,3.356892857,False,May,3,2,9,4,Returning_Visitor,True,False
3517,4,80.0,0,0.0,79.0,3855.2,1.2345679,2.8765432,0.0,True,May,3,2,3,4,Returning_Visitor,False,False
3518,1,8.5,0,0.0,14.0,543.8333333,0.0,0.7692308,0.0,False,May,2,2,3,5,New_Visitor,True,False
3519,0,0.0,0,0.0,12.0,574.0,1.6666667,8.3333333,0.0,False,May,2,2,1,13,Returning_Visitor,False,False
3520,0,0.0,0,0.0,10.0,127.75,5.3333333,7.5,0.0,False,May,1,1,2,3,Returning_Visitor,False,False
3521,1,241.0,0,0.0,39.0,2666.0,1.5384615000000001,4.6153846,0.0,True,May,2,2,5,13,Returning_Visitor,False,False
3522,0,0.0,0,0.0,3.0,0.0,20.0,20.0,0.0,False,May,2,2,1,3,Returning_Visitor,False,False
3523,0,0.0,0,0.0,23.0,1166.333333,0.0,2.8260870000000002,22.2993913,False,May,2,2,6,2,Returning_Visitor,False,False
3524,14,284.85,0,0.0,221.01000000000022,4758.380638,0.1034483,0.7306262,27.43209507,False,May,4,1,3,1,Returning_Visitor,True,True
3525,0,0.0,1,16.0,8.0,308.0,0.0,2.5,35.091,False,May,2,4,1,2,Returning_Visitor,False,True
3526,7,64.75,1,17.0,100.0,2463.244841,0.1886792,1.4944594,0.0,False,May,2,2,1,4,Returning_Visitor,False,False
3527,0,0.0,0,0.0,3.0,28.0,0.0,6.6666666999999995,0.0,False,May,4,1,1,3,Returning_Visitor,False,False
3528,1,2.0,0,0.0,24.0,958.25,2.5,3.5000000000000004,24.34016667,False,May,2,2,1,6,Returning_Visitor,False,False
3529,4,47.5,0,0.0,16.0,331.3333333,0.0,1.0526316,254.6071579,False,May,2,5,1,2,New_Visitor,False,True
3530,6,108.9166667,0,0.0,24.0,516.4166667,0.0,1.3333332999999998,8.1816,False,May,2,2,1,5,Returning_Visitor,True,True
3531,0,0.0,0,0.0,18.0,689.6666667,2.3529412,3.0392156999999997,0.0,False,May,2,2,7,6,Returning_Visitor,True,False
3532,0,0.0,0,0.0,22.0,887.3547619,1.0,1.4500000000000002,0.0,False,May,3,2,8,2,Returning_Visitor,False,False
3533,3,25.57142857,1,0.0,15.0,2026.47619,1.1764706,7.254902,0.0,False,May,4,1,1,1,Returning_Visitor,False,False
3534,4,123.0,1,29.5,16.0,529.3333333,0.0,0.44999999999999996,0.0,False,May,3,3,2,2,New_Visitor,False,False
3535,1,48.0,0,0.0,52.0,2376.861905,1.6666667,4.5679012,13.32592593,False,May,2,2,3,3,Returning_Visitor,False,False
3536,1,64.0,0,0.0,33.0,1564.17381,0.625,0.3506944,10.12275,False,May,1,1,2,5,Returning_Visitor,True,False
3537,4,69.0,0,0.0,20.0,1180.0,0.0,0.9090908999999999,30.52636364,False,May,2,2,6,3,Returning_Visitor,False,True
3538,0,0.0,0,0.0,14.0,291.6,0.0,8.5714286,0.0,True,May,2,2,1,6,Returning_Visitor,True,False
3539,0,0.0,0,0.0,2.0,203.0,0.0,10.0,0.0,False,May,2,2,1,3,Returning_Visitor,False,False
3540,2,18.0,0,0.0,32.0,871.8333333,0.9375,2.0833333,31.903875,True,May,4,1,1,3,Returning_Visitor,False,False
3541,4,322.5,1,29.0,78.0,3098.992857,0.7692308,2.2124542000000003,0.0,False,May,3,2,3,13,Returning_Visitor,True,False
3542,2,178.5,2,314.0,19.0,2340.5,0.0,1.5873016,52.08342857,False,May,2,4,1,4,Returning_Visitor,False,False
3543,0,0.0,0,0.0,5.0,108.0,0.0,5.0,0.0,False,May,1,1,4,3,Returning_Visitor,False,False
3544,1,82.0,0,0.0,59.0,1927.122222,0.7909605,2.3728814000000003,23.87629104,False,May,2,2,9,13,Returning_Visitor,False,True
3545,0,0.0,0,0.0,15.0,143.75,8.0,9.1555556,0.0,True,May,3,2,1,13,Returning_Visitor,False,False
3546,0,0.0,0,0.0,9.0,553.0,0.0,2.5,53.988,False,May,1,1,1,4,New_Visitor,False,True
3547,0,0.0,0,0.0,7.0,855.0,0.0,2.8571429,0.0,False,May,2,2,1,1,Returning_Visitor,False,False
3548,8,176.6666667,2,153.0,27.0,880.8,0.7291667,2.0192308,8.54525,False,May,1,1,2,2,Returning_Visitor,True,True
3549,1,0.0,0,0.0,7.0,37.0,8.3333333,10.8333333,0.0,True,May,1,1,2,4,Returning_Visitor,False,False
3550,0,0.0,0,0.0,29.0,1721.125,4.2528736,7.1264368,0.0,True,May,3,2,2,13,Returning_Visitor,False,False
3551,1,418.0,3,76.0,70.0,3345.685836,0.2515091,0.7571185,7.204613682,False,May,2,10,6,4,Returning_Visitor,False,True
3552,0,0.0,0,0.0,29.0,809.1666667,1.7857143,3.2142856999999996,0.0,False,May,2,6,1,3,Returning_Visitor,False,False
3553,0,0.0,0,0.0,10.0,466.75,0.0,2.8571429,0.0,False,May,3,2,1,4,Returning_Visitor,True,False
3554,1,23.0,0,0.0,35.0,1513.0,4.0,6.933333299999999,0.0,True,May,2,2,1,1,Returning_Visitor,False,False
3555,1,12.5,0,0.0,51.0,769.9928571,0.0,0.4081633,0.0,False,May,2,2,1,2,Returning_Visitor,True,False
3556,0,0.0,0,0.0,11.0,126.6666667,7.2727273,9.0909091,0.0,True,May,1,1,1,3,Returning_Visitor,False,False
3557,0,0.0,0,0.0,25.0,317.5,1.25,3.1944444,0.0,False,May,2,2,5,6,Returning_Visitor,False,False
3558,0,0.0,0,0.0,9.0,389.0,12.222222200000001,12.222222200000001,0.0,True,May,3,2,2,13,Returning_Visitor,False,False
3559,0,0.0,0,0.0,2.0,44.0,0.0,10.0,0.0,False,May,2,2,3,6,Returning_Visitor,False,False
3560,0,0.0,0,0.0,13.0,252.0,0.0,6.1538462,0.0,False,May,2,2,8,3,Returning_Visitor,False,False
3561,5,66.96666667,2,416.0,221.01000000000022,8705.013453230014,0.122631,0.8659511999999999,9.013011371,False,May,2,2,1,4,Returning_Visitor,False,False
3562,1,120.0,1,85.0,33.0,616.4333333,0.0,0.5714286,0.0,False,May,2,2,5,2,New_Visitor,False,False
3563,0,0.0,0,0.0,10.0,978.0,0.0,2.5,0.0,False,May,2,2,3,2,Returning_Visitor,False,False
3564,5,54.0,0,0.0,16.0,487.6666667,0.0,2.6315789,0.0,False,May,1,1,2,3,Returning_Visitor,False,False
3565,0,0.0,0,0.0,3.0,60.0,0.0,6.6666666999999995,0.0,False,May,2,2,7,2,Returning_Visitor,True,False
3566,0,0.0,0,0.0,1.0,0.0,20.0,20.0,0.0,False,May,1,1,7,2,Returning_Visitor,True,False
3567,0,0.0,0,0.0,23.0,647.5,2.8571429,4.0,0.0,False,May,3,2,1,1,Returning_Visitor,False,False
3568,0,0.0,0,0.0,14.0,204.5,4.6153846,8.4615385,0.0,True,May,1,1,4,3,Returning_Visitor,False,False
3569,0,0.0,0,0.0,10.0,72.0,8.0,11.0,0.0,True,May,3,2,1,6,Returning_Visitor,False,False
3570,1,4.0,0,0.0,18.0,143.85,0.0,3.4117647,0.0,False,May,2,2,3,3,Returning_Visitor,False,False
3571,7,374.3690476,0,0.0,5.0,258.0833333,0.45454550000000005,5.2525253,0.0,False,May,3,2,3,1,Returning_Visitor,False,False
3572,0,0.0,0,0.0,7.0,99.7,0.0,1.4285714,0.0,True,May,1,1,1,1,Returning_Visitor,False,False
3573,1,5.5,0,0.0,7.0,277.0,4.4444444,3.5555556000000004,0.0,True,May,1,1,1,3,Returning_Visitor,False,False
3574,0,0.0,6,722.5238,12.0,1886.5,0.7017544,1.9298246000000001,0.0,True,May,2,2,6,3,New_Visitor,False,False
3575,0,0.0,0,0.0,80.0,1987.533333,3.5000000000000004,6.514881,0.0,True,May,2,2,1,6,Returning_Visitor,False,False
3576,0,0.0,0,0.0,17.0,391.8666667,0.0,2.9411765,0.0,True,May,2,2,1,1,Returning_Visitor,True,False
3578,6,374.0,0,0.0,83.0,791.9559524,1.3636364,2.5536616000000003,0.0,True,May,3,2,1,1,Returning_Visitor,False,False
3579,0,0.0,0,0.0,9.0,127.5,0.0,2.2222222,0.0,False,May,2,7,2,11,Returning_Visitor,False,False
3580,0,0.0,0,0.0,38.0,2259.2,2.2222222,3.7962963000000003,0.0,True,May,2,2,7,11,Returning_Visitor,False,False
3581,0,0.0,2,109.0,23.0,1232.733333,0.0,1.2820513,56.35884615,False,May,4,2,1,19,Returning_Visitor,True,True
3582,1,41.0,0,0.0,30.0,1018.0,0.0,0.3448276,54.21806897,False,May,2,2,1,2,Returning_Visitor,False,True
3583,1,15.0,0,0.0,29.0,1397.5,1.1555556,4.6190476,0.0,True,May,2,4,7,3,Returning_Visitor,False,False
3584,0,0.0,0,0.0,18.0,292.5,1.3888889,1.9576719999999999,0.0,False,May,2,2,1,1,Returning_Visitor,False,False
3585,1,11.0,0,0.0,11.0,183.5,0.0,1.8181817999999998,0.0,False,May,2,2,1,4,New_Visitor,True,False
3586,0,0.0,1,134.3333333,16.0,765.4454545,0.6666667000000001,0.6,0.0,True,May,2,10,1,1,Returning_Visitor,False,False
3587,0,0.0,0,0.0,20.0,1006.666667,0.0,0.5555555999999999,0.0,True,May,1,1,1,2,Returning_Visitor,False,False
3588,1,9.0,0,0.0,12.0,764.75,0.0,2.3076923,9.641076923,True,May,2,2,8,2,New_Visitor,False,True
3589,0,0.0,0,0.0,2.0,61.0,0.0,5.0,0.0,False,May,3,2,3,15,Returning_Visitor,False,False
3590,0,0.0,0,0.0,48.0,1304.666667,1.6666667,5.1215278,0.0,True,May,3,2,1,13,Returning_Visitor,False,False
